date,hour,patients,visits,speciality,humidity,temperature,aqi,rainfall,holiday,revisit,lagged
2021-01-07,10,52,51,Dermatology,59.08,16.98,235,0.0,0,0,55
2021-01-07,11,33,36,ENT,72.32,19.95,147,1.86,0,0,36
2021-01-07,12,35,39,Neurology,58.82,18.82,160,18.06,0,0,32
2021-01-07,13,24,24,General Medicine,26.05,32.62,77,8.69,0,1,28
2021-01-07,14,26,32,Dermatology,40.84,32.55,246,5.35,0,0,21
2021-01-07,15,34,36,Neurology,60.69,22.01,281,1.67,0,0,34
2021-01-07,16,29,32,Pediatrics,44.95,37.49,389,5.85,0,1,28
2021-01-07,17,42,47,ENT,81.17,25.62,127,0.0,0,0,37
2021-01-07,18,40,39,Pediatrics,47.62,13.52,148,0.0,0,1,44
2021-01-07,19,41,45,General Medicine,26.1,12.47,162,0.0,0,0,45
2021-01-07,20,55,62,Cardiology,80.96,18.7,117,0.88,0,0,59
2021-01-07,21,41,47,Dermatology,26.88,9.36,85,8.97,0,0,37
2021-01-07,22,25,28,ENT,94.53,12.57,199,0.2,0,0,23
2021-01-07,23,21,25,Pediatrics,49.68,34.57,147,1.61,0,1,25
2021-01-08,0,18,17,General Medicine,71.94,17.78,117,0.0,0,0,13
2021-01-08,1,39,46,Dermatology,33.43,29.02,75,5.7,0,1,36
2021-01-08,2,24,29,ENT,28.65,33.4,340,5.99,0,0,20
2021-01-08,3,29,33,Dermatology,29.55,9.37,312,0.85,0,0,26
2021-01-08,4,23,23,General Medicine,79.36,40.94,379,6.17,1,0,19
2021-01-08,5,30,35,Orthopedics,88.03,27.87,352,6.15,0,0,33
2021-01-08,6,32,30,Neurology,65.9,39.17,247,6.54,0,0,33
2021-01-08,7,32,30,Neurology,66.24,18.81,255,7.77,0,0,31
2021-01-08,8,39,42,Cardiology,68.96,33.89,391,5.72,0,1,42
2021-01-08,9,45,46,ENT,74.64,33.98,110,0.0,0,0,45
2021-01-08,10,42,46,General Medicine,71.52,41.74,233,0.0,0,0,37
2021-01-08,11,42,43,Pediatrics,79.79,10.17,234,14.74,0,0,42
2021-01-08,12,47,54,Cardiology,34.31,22.02,296,4.78,0,1,47
2021-01-08,13,20,20,ENT,58.86,25.54,270,0.25,0,0,21
2021-01-08,14,28,29,Orthopedics,39.64,26.34,199,0.0,0,0,31
2021-01-08,15,19,20,Pediatrics,32.17,8.82,394,5.66,0,1,21
2021-01-08,16,32,35,ENT,87.01,15.65,267,12.08,0,0,35
2021-01-08,17,44,53,Cardiology,27.63,21.59,86,3.77,0,0,44
2021-01-08,18,52,55,Orthopedics,70.09,29.89,85,3.84,1,1,51
2021-01-08,19,32,35,Cardiology,32.17,33.95,199,12.33,0,0,27
2021-01-08,20,51,51,Pediatrics,45.07,39.55,194,10.23,0,0,52
2021-01-08,21,32,31,Cardiology,61.54,35.41,275,8.79,0,0,31
2021-01-08,22,20,28,Orthopedics,92.15,36.95,155,0.0,0,1,21
2021-01-08,23,25,28,General Medicine,31.99,10.41,168,15.71,0,0,20
2021-01-09,0,25,33,Neurology,54.44,27.77,154,3.37,0,0,26
2021-01-09,1,16,21,Dermatology,39.37,24.4,249,8.19,0,0,20
2021-01-09,2,17,22,Neurology,61.7,20.13,264,4.15,0,0,15
2021-01-09,3,33,38,ENT,47.33,11.26,105,0.0,1,1,29
2021-01-09,4,17,18,Pediatrics,82.01,12.82,258,0.0,0,0,14
2021-01-09,5,14,17,Pediatrics,78.66,16.8,330,8.98,0,0,11
2021-01-09,6,15,21,General Medicine,34.96,15.54,215,0.0,0,1,10
2021-01-09,7,25,27,Cardiology,65.94,30.62,250,6.0,0,0,25
2021-01-09,8,44,49,Neurology,29.18,10.74,302,3.19,0,0,46
2021-01-09,9,36,41,Dermatology,67.62,29.8,248,1.35,0,0,40
2021-01-09,10,32,32,ENT,40.64,40.64,127,0.07,0,0,27
2021-01-09,11,36,39,Orthopedics,87.46,12.38,264,2.41,0,0,36
2021-01-09,12,35,39,Neurology,37.53,40.0,180,1.65,0,0,35
2021-01-09,13,23,25,ENT,82.25,36.45,360,2.62,0,0,20
2021-01-09,14,31,36,General Medicine,68.01,32.16,399,7.86,0,1,26
2021-01-09,15,22,28,Neurology,75.13,23.51,337,9.29,0,0,23
2021-01-09,16,18,20,Dermatology,60.46,23.31,210,17.97,0,0,21
2021-01-09,17,32,30,Dermatology,77.75,25.13,230,2.87,0,1,29
2021-01-09,18,29,34,Dermatology,92.12,40.92,153,2.11,0,1,31
2021-01-09,19,38,38,Cardiology,45.53,11.02,314,6.66,0,1,41
2021-01-09,20,39,38,Cardiology,67.75,28.07,258,3.73,0,0,37
2021-01-09,21,39,38,Pediatrics,26.55,19.63,316,0.0,1,1,34
2021-01-09,22,22,30,Cardiology,82.15,41.15,79,0.0,0,0,23
2021-01-09,23,31,36,Pediatrics,47.01,30.36,289,0.0,0,1,31
2021-01-10,0,27,35,Neurology,60.64,24.87,79,0.07,0,1,26
2021-01-10,1,26,29,Dermatology,82.33,8.89,125,0.0,0,1,21
2021-01-10,2,23,25,ENT,87.05,31.76,284,5.89,0,0,20
2021-01-10,3,25,31,General Medicine,58.42,35.34,133,4.19,0,1,22
2021-01-10,4,21,27,Neurology,59.64,40.23,376,0.0,0,1,22
2021-01-10,5,16,23,Cardiology,29.91,31.42,64,3.4,0,0,16
2021-01-10,6,18,22,ENT,26.35,25.77,213,4.36,0,0,17
2021-01-10,7,21,25,Cardiology,73.1,39.55,160,0.0,0,0,20
2021-01-10,8,41,44,Cardiology,27.9,28.67,345,7.28,0,0,42
2021-01-10,9,37,38,Orthopedics,86.43,27.2,247,0.91,0,1,33
2021-01-10,10,33,32,Cardiology,28.22,18.11,315,0.0,0,1,28
2021-01-10,11,39,39,General Medicine,81.06,12.24,157,7.04,0,1,42
2021-01-10,12,49,53,Dermatology,79.53,21.95,394,0.0,0,1,53
2021-01-10,13,21,21,Neurology,62.19,16.0,144,7.25,0,0,25
2021-01-10,14,15,17,Pediatrics,66.75,22.38,263,4.04,0,0,16
2021-01-10,15,20,19,Cardiology,34.61,28.64,255,6.17,0,0,20
2021-01-10,16,14,20,ENT,28.93,40.73,173,6.68,0,1,10
2021-01-10,17,47,55,Cardiology,51.23,28.52,154,0.96,0,1,44
2021-01-10,18,28,30,Cardiology,28.2,38.13,102,9.01,0,1,29
2021-01-10,19,38,36,Neurology,63.3,10.51,259,2.6,0,0,40
2021-01-10,20,48,50,Pediatrics,52.43,30.45,280,0.0,0,0,46
2021-01-10,21,40,39,Orthopedics,83.06,38.66,100,2.38,0,0,40
2021-01-10,22,23,25,Orthopedics,30.81,25.23,124,7.67,0,1,19
2021-01-10,23,25,25,Cardiology,54.08,16.63,332,4.35,0,0,23
2021-01-11,0,17,18,Cardiology,26.94,15.58,166,6.3,1,0,21
2021-01-11,1,21,24,Neurology,53.97,40.76,82,7.02,0,0,18
2021-01-11,2,26,26,Neurology,33.75,8.61,312,6.69,0,1,23
2021-01-11,3,21,24,Cardiology,91.64,8.08,254,2.12,0,1,25
2021-01-11,4,22,25,Dermatology,42.68,24.56,331,2.65,0,0,23
2021-01-11,5,43,44,ENT,61.09,24.15,398,11.54,0,1,38
2021-01-11,6,22,26,Pediatrics,27.59,28.74,173,20.19,0,0,17
2021-01-11,7,26,23,Cardiology,86.37,24.36,371,0.67,0,0,26
2021-01-11,8,34,34,Orthopedics,74.02,27.82,115,5.88,0,0,36
2021-01-11,9,39,36,ENT,79.56,34.22,329,0.0,0,0,34
2021-01-11,10,45,46,Cardiology,75.85,34.61,312,10.61,1,0,45
2021-01-11,11,35,38,General Medicine,92.3,14.67,257,0.0,0,0,30
2021-01-11,12,39,42,Dermatology,60.25,29.87,239,0.01,0,0,39
2021-01-11,13,21,25,Neurology,79.33,26.85,91,0.0,0,1,23
2021-01-11,14,23,25,Pediatrics,43.57,19.07,294,16.59,0,0,21
2021-01-11,15,24,21,Cardiology,74.45,13.85,391,4.05,1,1,23
2021-01-11,16,25,27,Pediatrics,63.19,18.77,207,4.09,0,1,24
2021-01-11,17,41,42,General Medicine,62.94,13.24,305,5.06,0,0,37
2021-01-11,18,34,37,General Medicine,35.75,19.98,176,3.45,0,0,31
2021-01-11,19,53,57,ENT,62.77,32.91,294,0.0,0,0,51
2021-01-11,20,36,38,Dermatology,38.68,12.95,167,10.38,0,0,35
2021-01-11,21,41,46,ENT,37.07,36.97,153,1.57,0,1,45
2021-01-11,22,25,32,Neurology,53.83,27.41,135,5.01,0,0,29
2021-01-11,23,21,20,Dermatology,41.79,39.88,187,3.1,0,0,19
2021-01-12,0,26,29,Cardiology,40.27,36.01,149,6.67,0,0,24
2021-01-12,1,18,20,Pediatrics,85.48,22.26,64,0.0,0,0,22
2021-01-12,2,27,32,General Medicine,26.58,17.63,221,0.9,0,1,26
2021-01-12,3,33,34,Orthopedics,59.98,39.37,96,5.48,0,0,32
2021-01-12,4,22,23,Pediatrics,80.64,39.35,83,14.64,0,0,26
2021-01-12,5,29,33,General Medicine,44.81,14.51,292,0.0,0,1,29
2021-01-12,6,39,46,Cardiology,41.79,18.93,256,7.27,0,0,39
2021-01-12,7,26,31,Neurology,81.18,21.61,101,0.0,0,1,26
2021-01-12,8,43,49,General Medicine,69.55,34.91,391,0.92,0,0,46
2021-01-12,9,45,53,Orthopedics,62.78,31.13,182,2.77,0,0,43
2021-01-12,10,43,40,Dermatology,58.08,38.71,394,1.58,1,0,38
2021-01-12,11,44,52,Orthopedics,27.54,31.05,82,0.0,0,0,47
2021-01-12,12,40,38,Dermatology,39.06,26.36,309,4.1,0,0,41
2021-01-12,13,23,26,ENT,82.6,36.78,168,2.43,0,0,20
2021-01-12,14,26,27,Dermatology,68.67,29.36,319,15.4,0,0,26
2021-01-12,15,24,24,ENT,82.57,35.48,391,11.6,0,0,19
2021-01-12,16,28,27,Orthopedics,77.5,37.3,390,8.2,0,1,30
2021-01-12,17,43,45,Cardiology,77.25,32.45,377,15.0,0,0,46
2021-01-12,18,41,40,Pediatrics,34.35,29.81,386,5.72,0,0,45
2021-01-12,19,33,39,Neurology,34.2,35.33,68,4.22,0,0,32
2021-01-12,20,45,47,Dermatology,66.48,26.91,217,0.0,0,0,47
2021-01-12,21,49,48,Neurology,49.33,20.24,243,6.19,0,0,47
2021-01-12,22,24,27,Cardiology,34.49,10.24,82,0.0,1,1,21
2021-01-12,23,31,29,Cardiology,93.79,28.79,286,9.34,0,0,33
2021-01-13,0,23,26,Dermatology,72.78,26.42,153,16.91,0,0,24
2021-01-13,1,28,32,Orthopedics,89.92,17.82,154,12.17,1,1,29
2021-01-13,2,29,28,Cardiology,49.03,15.38,362,12.01,0,0,24
2021-01-13,3,29,31,General Medicine,34.98,16.83,136,14.48,0,1,31
2021-01-13,4,25,28,Dermatology,83.59,16.54,286,2.29,0,0,28
2021-01-13,5,22,21,Cardiology,93.56,20.87,347,6.61,0,0,19
2021-01-13,6,26,32,Pediatrics,25.19,12.06,281,8.12,0,1,26
2021-01-13,7,20,23,Orthopedics,93.04,38.87,138,0.0,1,0,23
2021-01-13,8,44,51,Dermatology,61.49,11.65,251,0.0,0,0,42
2021-01-13,9,48,54,Neurology,56.79,11.87,319,0.0,0,1,46
2021-01-13,10,29,32,Pediatrics,45.99,8.89,64,0.0,0,0,26
2021-01-13,11,53,59,General Medicine,44.45,16.75,74,6.49,0,0,52
2021-01-13,12,50,47,Pediatrics,84.18,30.43,360,1.21,0,0,48
2021-01-13,13,22,25,Orthopedics,35.88,28.6,188,0.0,0,0,24
2021-01-13,14,26,26,Pediatrics,55.22,10.28,89,20.57,0,1,21
2021-01-13,15,25,33,ENT,66.96,21.24,174,1.19,0,0,29
2021-01-13,16,27,36,ENT,94.91,22.64,84,9.07,0,0,22
2021-01-13,17,42,48,Cardiology,55.41,39.89,271,7.61,0,0,46
2021-01-13,18,35,34,General Medicine,83.05,13.4,341,0.0,0,0,32
2021-01-13,19,48,55,Pediatrics,63.05,15.08,259,9.95,0,1,45
2021-01-13,20,43,40,ENT,85.75,34.75,327,11.54,0,0,41
2021-01-13,21,38,42,ENT,51.63,13.43,240,5.23,1,0,34
2021-01-13,22,35,34,Neurology,87.18,37.79,397,5.95,0,0,38
2021-01-13,23,17,17,Orthopedics,52.58,10.03,191,0.0,1,0,14
2021-01-14,0,32,35,General Medicine,60.43,24.3,358,3.93,0,1,28
2021-01-14,1,29,36,Orthopedics,85.8,19.19,68,12.06,0,1,26
2021-01-14,2,27,29,Dermatology,46.69,37.83,172,9.5,0,0,24
2021-01-14,3,32,37,Neurology,82.13,15.36,158,0.0,0,1,36
2021-01-14,4,28,33,Pediatrics,59.8,35.94,311,0.0,0,0,23
2021-01-14,5,25,33,Pediatrics,72.98,16.75,179,0.0,0,0,22
2021-01-14,6,19,18,Neurology,92.64,28.13,346,0.0,0,0,19
2021-01-14,7,34,39,Cardiology,81.38,20.95,293,3.83,0,0,34
2021-01-14,8,45,44,Neurology,48.75,25.11,257,2.09,0,0,48
2021-01-14,9,35,35,General Medicine,38.74,23.99,95,7.83,0,0,31
2021-01-14,10,45,51,ENT,73.76,20.37,396,0.0,0,0,45
2021-01-14,11,43,40,Neurology,84.98,32.62,374,6.05,0,0,46
2021-01-14,12,48,54,Pediatrics,92.5,22.63,195,6.15,0,0,46
2021-01-14,13,20,29,General Medicine,84.73,29.77,79,12.44,0,1,21
2021-01-14,14,22,26,ENT,59.23,27.62,132,8.06,0,0,25
2021-01-14,15,29,27,Pediatrics,51.97,29.13,280,9.77,0,0,31
2021-01-14,16,26,27,Cardiology,73.1,34.11,76,0.0,0,0,29
2021-01-14,17,39,41,Cardiology,58.91,23.36,352,4.5,0,0,34
2021-01-14,18,43,46,Pediatrics,54.29,8.58,355,0.0,1,0,38
2021-01-14,19,43,49,Pediatrics,81.49,36.64,224,6.74,0,1,41
2021-01-14,20,59,57,Orthopedics,91.56,16.91,206,6.15,1,0,59
2021-01-14,21,51,49,Dermatology,43.27,41.02,370,3.59,0,0,50
2021-01-14,22,19,21,ENT,72.69,33.36,141,0.0,0,1,22
2021-01-14,23,34,34,Pediatrics,82.0,11.65,347,1.38,0,1,30
2021-01-15,0,31,33,General Medicine,67.02,33.5,150,5.54,0,0,33
2021-01-15,1,22,23,Cardiology,74.23,14.79,325,0.51,0,0,23
2021-01-15,2,32,37,General Medicine,61.95,18.15,193,13.15,1,0,29
2021-01-15,3,25,32,General Medicine,38.24,15.61,269,0.0,1,0,25
2021-01-15,4,25,31,Dermatology,66.14,10.18,89,7.14,0,0,21
2021-01-15,5,29,35,Neurology,71.38,14.97,225,13.45,0,0,28
2021-01-15,6,25,31,Neurology,89.07,21.94,275,4.59,0,1,22
2021-01-15,7,23,26,Dermatology,42.08,29.94,329,8.57,0,0,26
2021-01-15,8,44,47,ENT,42.24,12.85,355,0.0,0,0,39
2021-01-15,9,42,44,Dermatology,42.39,17.63,228,0.0,0,0,44
2021-01-15,10,42,48,Pediatrics,42.11,28.84,205,0.0,0,0,37
2021-01-15,11,39,41,Cardiology,76.08,41.64,340,5.0,0,0,36
2021-01-15,12,36,36,Dermatology,35.13,33.97,81,5.78,0,0,37
2021-01-15,13,22,28,General Medicine,73.0,41.26,178,4.9,0,1,26
2021-01-15,14,30,34,Pediatrics,27.85,18.69,397,0.0,0,0,33
2021-01-15,15,26,27,Dermatology,67.29,40.34,235,0.0,0,0,25
2021-01-15,16,20,25,Dermatology,90.22,14.35,98,0.0,0,0,15
2021-01-15,17,44,46,ENT,60.21,35.45,340,6.46,0,0,45
2021-01-15,18,29,35,Cardiology,58.59,23.02,241,0.0,0,1,30
2021-01-15,19,47,47,Neurology,31.15,29.49,301,7.45,0,1,45
2021-01-15,20,37,44,Cardiology,62.45,33.93,160,0.0,1,1,38
2021-01-15,21,39,43,Cardiology,43.12,15.54,244,8.6,0,0,43
