_date,_patients,_facility,_hour,_temp,_aqi,_rain,_holiday,_revisit,_lagged,_doctors,_counters,_beds_occ
2021-01-04,26,Pediatrics,3,12.94,388,0.2,0,1,30,,,
2021-01-04,23,ENT,4,29.68,167,17.88,0,1,18,,,
2021-01-04,45,Cardiology,11,25.69,335,3.47,0,0,44,,,
2021-01-04,34,Pediatrics,6,11.5,61,7.3,0,0,37,,,
2021-01-04,26,Cardiology,7,32.32,290,0.0,0,0,21,,,
2021-01-04,39,Pediatrics,8,23.05,277,0.0,1,0,39,,,
2021-01-04,39,Dermatology,9,27.49,155,2.19,0,0,36,,,
2021-01-04,27,Cardiology,5,36.61,76,1.47,0,1,25,,,
2021-01-05,27,Orthopedics,15,40.92,260,7.88,0,0,29,,,
2021-01-05,27,ENT,14,37.69,303,7.33,1,0,27,,,
2021-01-05,29,Orthopedics,16,38.29,248,0.0,0,0,31,,,
2021-01-05,45,General Medicine,17,25.42,333,2.23,0,1,49,,,
2021-01-05,42,General Medicine,18,19.46,352,2.01,0,1,39,,,
2021-01-05,52,Dermatology,20,20.82,162,0.0,0,0,54,,,
2021-01-05,23,Dermatology,13,36.81,174,11.62,0,0,19,,,
2021-01-05,52,General Medicine,21,18.63,210,0.37,0,0,56,,,
2021-01-05,38,Orthopedics,22,18.51,339,3.68,0,0,37,,,
2021-01-05,29,Neurology,23,16.83,340,0.0,0,1,29,,,
2021-01-05,50,Orthopedics,19,23.22,339,9.72,0,0,49,,,
2021-01-05,37,Cardiology,12,14.2,147,4.16,0,1,35,,,
2021-01-05,45,General Medicine,11,20.81,208,0.0,0,0,44,,,
2021-01-05,54,ENT,10,36.1,171,2.68,0,0,52,,,
2021-01-05,38,General Medicine,9,37.2,121,0.0,0,1,39,,,
2021-01-05,42,Pediatrics,8,18.18,241,9.02,0,0,39,,,
2021-01-05,31,Pediatrics,7,37.39,74,1.4,0,0,29,,,
2021-01-05,29,Cardiology,6,28.84,298,10.48,0,0,25,,,
2021-01-05,28,Dermatology,5,22.24,363,0.0,0,0,27,,,
2021-01-05,22,General Medicine,4,30.47,79,6.78,0,1,17,,,
2021-01-05,32,Neurology,3,24.26,369,7.45,0,1,35,,,
2021-01-05,32,ENT,2,41.46,314,0.0,0,0,28,,,
2021-01-05,29,Dermatology,1,22.34,371,24.01,0,1,31,,,
2021-01-05,24,ENT,0,18.29,101,5.52,1,0,28,,,
2021-01-06,30,General Medicine,13,31.88,308,5.5,0,0,27,,,
2021-01-06,21,Pediatrics,14,15.64,83,4.82,0,1,25,,,
2021-01-06,32,Orthopedics,15,30.9,168,7.3,0,0,29,,,
2021-01-06,27,ENT,16,22.4,236,0.0,0,0,31,,,
2021-01-06,37,Dermatology,17,33.71,390,5.28,0,0,38,,,
2021-01-06,30,Neurology,22,33.48,386,6.16,0,0,25,,,
2021-01-06,54,Pediatrics,19,41.44,128,0.0,0,0,54,,,
2021-01-06,40,Neurology,20,26.81,316,3.94,0,0,39,,,
2021-01-06,38,ENT,21,32.69,377,14.83,0,0,39,,,
2021-01-06,41,Orthopedics,12,10.87,393,10.04,0,1,39,,,
2021-01-06,42,General Medicine,18,20.58,200,9.97,1,0,46,,,
2021-01-06,23,Cardiology,23,39.06,124,7.71,1,1,23,,,
2021-01-06,37,Orthopedics,11,29.52,203,7.29,0,1,40,,,
2021-01-06,46,General Medicine,9,22.34,222,10.44,0,0,48,,,
2021-01-06,22,Pediatrics,0,33.54,389,10.08,0,0,26,,,
2021-01-06,34,Cardiology,1,18.18,142,0.0,0,0,32,,,
2021-01-06,31,General Medicine,2,20.5,127,11.4,0,0,27,,,
2021-01-06,34,Neurology,3,12.1,340,4.93,0,0,31,,,
2021-01-06,51,Neurology,10,28.44,309,12.93,0,0,49,,,
2021-01-06,27,Neurology,5,35.73,302,9.02,0,0,26,,,
2021-01-06,22,Neurology,6,17.56,268,0.0,0,0,17,,,
2021-01-06,18,Cardiology,7,36.23,68,5.51,0,0,20,,,
2021-01-06,48,ENT,8,38.16,260,6.7,0,0,52,,,
2021-01-06,22,Neurology,4,28.32,127,10.14,0,1,17,,,
2021-01-07,24,General Medicine,13,32.62,77,8.69,0,1,28,,,
2021-01-07,25,ENT,22,12.57,199,0.2,0,0,23,,,
2021-01-07,41,Dermatology,21,9.36,85,8.97,0,0,37,,,
2021-01-07,55,Cardiology,20,18.7,117,0.88,0,0,59,,,
2021-01-07,41,General Medicine,19,12.47,162,0.0,0,0,45,,,
2021-01-07,40,Pediatrics,18,13.52,148,0.0,0,1,44,,,
2021-01-07,42,ENT,17,25.62,127,0.0,0,0,37,,,
2021-01-07,29,Pediatrics,16,37.49,389,5.85,0,1,28,,,
2021-01-07,34,Neurology,15,22.01,281,1.67,0,0,34,,,
2021-01-07,26,Dermatology,14,32.55,246,5.35,0,0,21,,,
2021-01-07,21,Pediatrics,23,34.57,147,1.61,0,1,25,,,
2021-01-07,35,Neurology,12,18.82,160,18.06,0,0,32,,,
2021-01-07,52,Dermatology,10,16.98,235,0.0,0,0,55,,,
2021-01-07,33,ENT,11,19.95,147,1.86,0,0,36,,,
2021-01-07,21,Orthopedics,0,34.2,352,2.93,0,0,21,,,
2021-01-07,34,Orthopedics,1,28.78,258,6.96,0,0,35,,,
2021-01-07,36,General Medicine,3,34.98,315,14.32,1,1,34,,,
2021-01-07,24,Dermatology,4,30.11,101,2.39,0,0,19,,,
2021-01-07,29,Orthopedics,2,17.77,335,6.06,0,1,25,,,
2021-01-07,13,Pediatrics,6,40.0,124,0.0,0,0,12,,,
2021-01-07,21,ENT,7,23.98,324,0.0,0,0,16,,,
2021-01-07,37,Pediatrics,8,37.38,379,5.6,0,0,41,,,
2021-01-07,42,Pediatrics,9,18.45,146,2.18,0,0,45,,,
2021-01-07,29,Neurology,5,9.71,232,11.19,0,1,31,,,
2021-01-08,44,Cardiology,17,21.59,86,3.77,0,0,44,,,
2021-01-08,28,Orthopedics,14,26.34,199,0.0,0,0,31,,,
2021-01-08,19,Pediatrics,15,8.82,394,5.66,0,1,21,,,
2021-01-08,32,ENT,16,15.65,267,12.08,0,0,35,,,
2021-01-08,52,Orthopedics,18,29.89,85,3.84,1,1,51,,,
2021-01-08,20,ENT,13,25.54,270,0.25,0,0,21,,,
2021-01-08,51,Pediatrics,20,39.55,194,10.23,0,0,52,,,
2021-01-08,32,Cardiology,21,35.41,275,8.79,0,0,31,,,
2021-01-08,20,Orthopedics,22,36.95,155,0.0,0,1,21,,,
2021-01-08,25,General Medicine,23,10.41,168,15.71,0,0,20,,,
2021-01-08,32,Cardiology,19,33.95,199,12.33,0,0,27,,,
2021-01-08,47,Cardiology,12,22.02,296,4.78,0,1,47,,,
2021-01-08,30,Orthopedics,5,27.87,352,6.15,0,0,33,,,
2021-01-08,42,General Medicine,10,41.74,233,0.0,0,0,37,,,
2021-01-08,45,ENT,9,33.98,110,0.0,0,0,45,,,
2021-01-08,39,Cardiology,8,33.89,391,5.72,0,1,42,,,
2021-01-08,32,Neurology,7,18.81,255,7.77,0,0,31,,,
2021-01-08,32,Neurology,6,39.17,247,6.54,0,0,33,,,
2021-01-08,42,Pediatrics,11,10.17,234,14.74,0,0,42,,,
2021-01-08,23,General Medicine,4,40.94,379,6.17,1,0,19,,,
2021-01-08,29,Dermatology,3,9.37,312,0.85,0,0,26,,,
2021-01-08,24,ENT,2,33.4,340,5.99,0,0,20,,,
2021-01-08,39,Dermatology,1,29.02,75,5.7,0,1,36,,,
2021-01-08,18,General Medicine,0,17.78,117,0.0,0,0,13,,,
2021-01-09,31,General Medicine,14,32.16,399,7.86,0,1,26,,,
2021-01-09,22,Neurology,15,23.51,337,9.29,0,0,23,,,
2021-01-09,18,Dermatology,16,23.31,210,17.97,0,0,21,,,
2021-01-09,32,Dermatology,17,25.13,230,2.87,0,1,29,,,
2021-01-09,29,Dermatology,18,40.92,153,2.11,0,1,31,,,
2021-01-09,31,Pediatrics,23,30.36,289,0.0,0,1,31,,,
2021-01-09,39,Cardiology,20,28.07,258,3.73,0,0,37,,,
2021-01-09,39,Pediatrics,21,19.63,316,0.0,1,1,34,,,
2021-01-09,22,Cardiology,22,41.15,79,0.0,0,0,23,,,
2021-01-09,23,ENT,13,36.45,360,2.62,0,0,20,,,
2021-01-09,38,Cardiology,19,11.02,314,6.66,0,1,41,,,
2021-01-09,35,Neurology,12,40.0,180,1.65,0,0,35,,,
2021-01-09,36,Orthopedics,11,12.38,264,2.41,0,0,36,,,
2021-01-09,32,ENT,10,40.64,127,0.07,0,0,27,,,
2021-01-09,16,Dermatology,1,24.4,249,8.19,0,0,20,,,
2021-01-09,17,Neurology,2,20.13,264,4.15,0,0,15,,,
2021-01-09,33,ENT,3,11.26,105,0.0,1,1,29,,,
2021-01-09,17,Pediatrics,4,12.82,258,0.0,0,0,14,,,
2021-01-09,25,Neurology,0,27.77,154,3.37,0,0,26,,,
2021-01-09,15,General Medicine,6,15.54,215,0.0,0,1,10,,,
2021-01-09,25,Cardiology,7,30.62,250,6.0,0,0,25,,,
2021-01-09,44,Neurology,8,10.74,302,3.19,0,0,46,,,
2021-01-09,36,Dermatology,9,29.8,248,1.35,0,0,40,,,
2021-01-09,14,Pediatrics,5,16.8,330,8.98,0,0,11,,,
2021-01-10,15,Pediatrics,14,22.38,263,4.04,0,0,16,,,
2021-01-10,25,Cardiology,23,16.63,332,4.35,0,0,23,,,
2021-01-10,23,Orthopedics,22,25.23,124,7.67,0,1,19,,,
2021-01-10,40,Orthopedics,21,38.66,100,2.38,0,0,40,,,
2021-01-10,48,Pediatrics,20,30.45,280,0.0,0,0,46,,,
2021-01-10,38,Neurology,19,10.51,259,2.6,0,0,40,,,
2021-01-10,28,Cardiology,18,38.13,102,9.01,0,1,29,,,
2021-01-10,47,Cardiology,17,28.52,154,0.96,0,1,44,,,
2021-01-10,14,ENT,16,40.73,173,6.68,0,1,10,,,
2021-01-10,20,Cardiology,15,28.64,255,6.17,0,0,20,,,
2021-01-10,21,Neurology,13,16.0,144,7.25,0,0,25,,,
2021-01-10,49,Dermatology,12,21.95,394,0.0,0,1,53,,,
2021-01-10,27,Neurology,0,24.87,79,0.07,0,1,26,,,
2021-01-10,26,Dermatology,1,8.89,125,0.0,0,1,21,,,
2021-01-10,23,ENT,2,31.76,284,5.89,0,0,20,,,
2021-01-10,25,General Medicine,3,35.34,133,4.19,0,1,22,,,
2021-01-10,21,Neurology,4,40.23,376,0.0,0,1,22,,,
2021-01-10,16,Cardiology,5,31.42,64,3.4,0,0,16,,,
2021-01-10,39,General Medicine,11,12.24,157,7.04,0,1,42,,,
2021-01-10,21,Cardiology,7,39.55,160,0.0,0,0,20,,,
2021-01-10,41,Cardiology,8,28.67,345,7.28,0,0,42,,,
2021-01-10,37,Orthopedics,9,27.2,247,0.91,0,1,33,,,
2021-01-10,33,Cardiology,10,18.11,315,0.0,0,1,28,,,
2021-01-10,18,ENT,6,25.77,213,4.36,0,0,17,,,
2021-01-11,23,Pediatrics,14,19.07,294,16.59,0,0,21,,,
2021-01-11,24,Cardiology,15,13.85,391,4.05,1,1,23,,,
2021-01-11,25,Pediatrics,16,18.77,207,4.09,0,1,24,,,
2021-01-11,41,General Medicine,17,13.24,305,5.06,0,0,37,,,
2021-01-11,34,General Medicine,18,19.98,176,3.45,0,0,31,,,
2021-01-11,36,Dermatology,20,12.95,167,10.38,0,0,35,,,
2021-01-11,41,ENT,21,36.97,153,1.57,0,1,45,,,
2021-01-11,25,Neurology,22,27.41,135,5.01,0,0,29,,,
2021-01-11,21,Dermatology,23,39.88,187,3.1,0,0,19,,,
2021-01-11,21,Neurology,13,26.85,91,0.0,0,1,23,,,
2021-01-11,53,ENT,19,32.91,294,0.0,0,0,51,,,
2021-01-11,35,General Medicine,11,14.67,257,0.0,0,0,30,,,
2021-01-11,34,Orthopedics,8,27.82,115,5.88,0,0,36,,,
2021-01-11,45,Cardiology,10,34.61,312,10.61,1,0,45,,,
2021-01-11,39,ENT,9,34.22,329,0.0,0,0,34,,,
2021-01-11,26,Cardiology,7,24.36,371,0.67,0,0,26,,,
2021-01-11,22,Pediatrics,6,28.74,173,20.19,0,0,17,,,
2021-01-11,43,ENT,5,24.15,398,11.54,0,1,38,,,
2021-01-11,22,Dermatology,4,24.56,331,2.65,0,0,23,,,
2021-01-11,21,Cardiology,3,8.08,254,2.12,0,1,25,,,
2021-01-11,26,Neurology,2,8.61,312,6.69,0,1,23,,,
2021-01-11,21,Neurology,1,40.76,82,7.02,0,0,18,,,
2021-01-11,17,Cardiology,0,15.58,166,6.3,1,0,21,,,
2021-01-11,39,Dermatology,12,29.87,239,0.01,0,0,39,,,
2021-01-12,43,Cardiology,17,32.45,377,15.0,0,0,46,,,
2021-01-12,26,Dermatology,14,29.36,319,15.4,0,0,26,,,
2021-01-12,24,ENT,15,35.48,391,11.6,0,0,19,,,
2021-01-12,28,Orthopedics,16,37.3,390,8.2,0,1,30,,,
2021-01-12,41,Pediatrics,18,29.81,386,5.72,0,0,45,,,
2021-01-12,23,ENT,13,36.78,168,2.43,0,0,20,,,
2021-01-12,45,Dermatology,20,26.91,217,0.0,0,0,47,,,
2021-01-12,49,Neurology,21,20.24,243,6.19,0,0,47,,,
2021-01-12,24,Cardiology,22,10.24,82,0.0,1,1,21,,,
2021-01-12,31,Cardiology,23,28.79,286,9.34,0,0,33,,,
2021-01-12,33,Neurology,19,35.33,68,4.22,0,0,32,,,
2021-01-12,40,Dermatology,12,26.36,309,4.1,0,0,41,,,
2021-01-12,26,Cardiology,0,36.01,149,6.67,0,0,24,,,
2021-01-12,43,Dermatology,10,38.71,394,1.58,1,0,38,,,
2021-01-12,18,Pediatrics,1,22.26,64,0.0,0,0,22,,,
2021-01-12,27,General Medicine,2,17.63,221,0.9,0,1,26,,,
2021-01-12,33,Orthopedics,3,39.37,96,5.48,0,0,32,,,
2021-01-12,22,Pediatrics,4,39.35,83,14.64,0,0,26,,,
2021-01-12,44,Orthopedics,11,31.05,82,0.0,0,0,47,,,
2021-01-12,39,Cardiology,6,18.93,256,7.27,0,0,39,,,
2021-01-12,26,Neurology,7,21.61,101,0.0,0,1,26,,,
2021-01-12,43,General Medicine,8,34.91,391,0.92,0,0,46,,,
2021-01-12,45,Orthopedics,9,31.13,182,2.77,0,0,43,,,
2021-01-12,29,General Medicine,5,14.51,292,0.0,0,1,29,,,
2021-01-13,26,Pediatrics,14,10.28,89,20.57,0,1,21,,,
2021-01-13,17,Orthopedics,23,10.03,191,0.0,1,0,14,,,
2021-01-13,35,Neurology,22,37.79,397,5.95,0,0,38,,,
2021-01-13,38,ENT,21,13.43,240,5.23,1,0,34,,,
2021-01-13,43,ENT,20,34.75,327,11.54,0,0,41,,,
2021-01-13,48,Pediatrics,19,15.08,259,9.95,0,1,45,,,
2021-01-13,35,General Medicine,18,13.4,341,0.0,0,0,32,,,
2021-01-13,42,Cardiology,17,39.89,271,7.61,0,0,46,,,
2021-01-13,27,ENT,16,22.64,84,9.07,0,0,22,,,
2021-01-13,25,ENT,15,21.24,174,1.19,0,0,29,,,
2021-01-13,22,Orthopedics,13,28.6,188,0.0,0,0,24,,,
2021-01-13,50,Pediatrics,12,30.43,360,1.21,0,0,48,,,
2021-01-13,23,Dermatology,0,26.42,153,16.91,0,0,24,,,
2021-01-13,53,General Medicine,11,16.75,74,6.49,0,0,52,,,
2021-01-13,28,Orthopedics,1,17.82,154,12.17,1,1,29,,,
2021-01-13,29,Cardiology,2,15.38,362,12.01,0,0,24,,,
2021-01-13,25,Dermatology,4,16.54,286,2.29,0,0,28,,,
2021-01-13,22,Cardiology,5,20.87,347,6.61,0,0,19,,,
2021-01-13,29,General Medicine,3,16.83,136,14.48,0,1,31,,,
2021-01-13,20,Orthopedics,7,38.87,138,0.0,1,0,23,,,
2021-01-13,44,Dermatology,8,11.65,251,0.0,0,0,42,,,
2021-01-13,48,Neurology,9,11.87,319,0.0,0,1,46,,,
2021-01-13,29,Pediatrics,10,8.89,64,0.0,0,0,26,,,
2021-01-13,26,Pediatrics,6,12.06,281,8.12,0,1,26,,,
2021-01-14,39,Cardiology,17,23.36,352,4.5,0,0,34,,,
2021-01-14,22,ENT,14,27.62,132,8.06,0,0,25,,,
2021-01-14,29,Pediatrics,15,29.13,280,9.77,0,0,31,,,
2021-01-14,26,Cardiology,16,34.11,76,0.0,0,0,29,,,
2021-01-14,43,Pediatrics,18,8.58,355,0.0,1,0,38,,,
2021-01-14,20,General Medicine,13,29.77,79,12.44,0,1,21,,,
2021-01-14,59,Orthopedics,20,16.91,206,6.15,1,0,59,,,
2021-01-14,51,Dermatology,21,41.02,370,3.59,0,0,50,,,
2021-01-14,19,ENT,22,33.36,141,0.0,0,1,22,,,
2021-01-14,34,Pediatrics,23,11.65,347,1.38,0,1,30,,,
2021-01-14,43,Pediatrics,19,36.64,224,6.74,0,1,41,,,
2021-01-14,48,Pediatrics,12,22.63,195,6.15,0,0,46,,,
2021-01-14,32,General Medicine,0,24.3,358,3.93,0,1,28,,,
2021-01-14,45,ENT,10,20.37,396,0.0,0,0,45,,,
2021-01-14,35,General Medicine,9,23.99,95,7.83,0,0,31,,,
2021-01-14,45,Neurology,8,25.11,257,2.09,0,0,48,,,
2021-01-14,34,Cardiology,7,20.95,293,3.83,0,0,34,,,
2021-01-14,19,Neurology,6,28.13,346,0.0,0,0,19,,,
2021-01-14,25,Pediatrics,5,16.75,179,0.0,0,0,22,,,
2021-01-14,28,Pediatrics,4,35.94,311,0.0,0,0,23,,,
2021-01-14,32,Neurology,3,15.36,158,0.0,0,1,36,,,
2021-01-14,27,Dermatology,2,37.83,172,9.5,0,0,24,,,
2021-01-14,29,Orthopedics,1,19.19,68,12.06,0,1,26,,,
2021-01-14,43,Neurology,11,32.62,374,6.05,0,0,46,,,
2021-01-15,30,Pediatrics,14,18.69,397,0.0,0,0,33,,,
2021-01-15,26,Dermatology,15,40.34,235,0.0,0,0,25,,,
2021-01-15,20,Dermatology,16,14.35,98,0.0,0,0,15,,,
2021-01-15,44,ENT,17,35.45,340,6.46,0,0,45,,,
2021-01-15,29,Cardiology,18,23.02,241,0.0,0,1,30,,,
2021-01-15,29,Cardiology,23,38.38,296,4.64,0,1,28,,,
2021-01-15,37,Cardiology,20,33.93,160,0.0,1,1,38,,,
2021-01-15,39,Cardiology,21,15.54,244,8.6,0,0,43,,,
2021-01-15,33,Pediatrics,22,41.02,359,0.0,1,0,31,,,
2021-01-15,22,General Medicine,13,41.26,178,4.9,0,1,26,,,
2021-01-15,47,Neurology,19,29.49,301,7.45,0,1,45,,,
2021-01-15,36,Dermatology,12,33.97,81,5.78,0,0,37,,,
2021-01-15,29,Neurology,5,14.97,225,13.45,0,0,28,,,
2021-01-15,42,Pediatrics,10,28.84,205,0.0,0,0,37,,,
2021-01-15,31,General Medicine,0,33.5,150,5.54,0,0,33,,,
2021-01-15,22,Cardiology,1,14.79,325,0.51,0,0,23,,,
2021-01-15,32,General Medicine,2,18.15,193,13.15,1,0,29,,,
2021-01-15,25,General Medicine,3,15.61,269,0.0,1,0,25,,,
2021-01-15,25,Dermatology,4,10.18,89,7.14,0,0,21,,,
2021-01-15,39,Cardiology,11,41.64,340,5.0,0,0,36,,,
2021-01-15,25,Neurology,6,21.94,275,4.59,0,1,22,,,
2021-01-15,23,Dermatology,7,29.94,329,8.57,0,0,26,,,
2021-01-15,44,ENT,8,12.85,355,0.0,0,0,39,,,
2021-01-15,42,Dermatology,9,17.63,228,0.0,0,0,44,,,
2021-01-16,15,Cardiology,23,39.04,207,5.6,0,0,14,,,
2021-01-16,16,Cardiology,22,28.16,296,4.72,1,0,14,,,
2021-01-16,19,Dermatology,21,19.46,348,1.93,0,0,17,,,
2021-01-16,38,Neurology,20,9.33,233,7.95,0,1,41,,,
2021-01-16,43,Orthopedics,19,39.41,261,13.09,0,0,43,,,
2021-01-16,27,Dermatology,18,39.01,181,0.0,0,0,31,,,
2021-01-16,42,General Medicine,17,14.38,183,0.0,0,0,37,,,
2021-01-16,18,Neurology,16,24.56,144,2.32,1,0,15,,,
2021-01-16,26,Dermatology,14,20.29,357,6.05,0,0,28,,,
2021-01-16,20,Dermatology,13,31.82,396,0.0,0,0,20,,,
2021-01-16,35,Orthopedics,12,35.69,214,0.26,0,0,33,,,
2021-01-16,18,Neurology,15,32.26,392,10.12,0,1,15,,,
2021-01-16,29,Pediatrics,10,24.13,121,0.0,0,0,25,,,
2021-01-16,38,Orthopedics,11,28.03,195,0.0,0,0,35,,,
2021-01-16,30,Cardiology,1,26.62,281,0.0,0,0,26,,,
2021-01-16,20,Dermatology,2,31.26,87,2.47,0,0,18,,,
2021-01-16,21,Neurology,3,31.19,271,0.48,0,0,20,,,
2021-01-16,20,Dermatology,4,24.68,178,10.34,0,0,17,,,
2021-01-16,18,Cardiology,0,19.32,199,17.14,0,0,17,,,
2021-01-16,17,Pediatrics,6,20.24,307,5.31,0,0,19,,,
2021-01-16,24,Dermatology,7,31.1,135,9.24,0,0,20,,,
2021-01-16,26,Dermatology,8,15.49,222,10.32,0,0,28,,,
2021-01-16,38,ENT,9,35.92,252,0.0,0,1,36,,,
2021-01-16,31,General Medicine,5,21.33,351,0.52,0,0,30,,,
2021-01-17,22,Cardiology,13,35.11,67,5.51,0,0,21,,,
2021-01-17,32,Dermatology,23,38.23,325,0.0,0,0,34,,,
