_date,_patients,_facility,_hour,_temp,_aqi,_rain,_holiday,_revisit,_lagged,_doctors,_counters,_beds_occ
2023-01-12,33,ENT,,6,127,0,0,12,41.0,3,,
2023-01-12,32,Orthopaedic,,6,127,0,0,9,33.0,3,,
2023-01-13,34,Orthopaedic,,-2,135,3,0,10,32.0,3,,
2023-01-13,28,ENT,,-2,135,3,0,8,34.0,3,,
2023-01-13,50,General Medicine,,-2,135,3,0,16,28.0,5,,
2023-01-13,44,Dental,,-2,135,3,0,14,50.0,4,,
2023-01-14,43,General Medicine,,0,84,5,0,14,44.0,5,,
2023-01-14,39,Dental,,0,84,5,0,14,43.0,4,,
2023-01-14,28,ENT,,0,84,5,0,10,39.0,3,,
2023-01-14,29,Orthopaedic,,0,84,5,0,9,28.0,3,,
2023-01-15,32,ENT,,2,61,7,0,11,29.0,3,,
2023-01-15,53,General Medicine,,2,61,7,0,18,32.0,5,,
2023-01-15,40,Dental,,2,61,7,0,12,53.0,4,,
2023-01-15,39,Orthopaedic,,2,61,7,0,14,40.0,3,,
2023-01-16,25,General Medicine,,13,94,2,0,8,39.0,5,,
2023-01-16,24,Dental,,13,94,2,0,9,25.0,4,,
2023-01-16,14,ENT,,13,94,2,0,4,24.0,3,,
2023-01-16,21,Orthopaedic,,13,94,2,0,8,14.0,3,,
2023-01-17,36,Dental,,9,140,5,0,11,21.0,4,,
2023-01-17,29,ENT,,9,140,5,0,10,36.0,3,,
2023-01-17,43,General Medicine,,9,140,5,0,13,29.0,5,,
2023-01-17,29,Orthopaedic,,9,140,5,0,8,43.0,3,,
2023-01-18,36,Orthopaedic,,-3,90,6,0,12,29.0,3,,
2023-01-18,28,ENT,,-3,90,6,0,8,36.0,3,,
2023-01-18,54,General Medicine,,-3,90,6,0,19,28.0,5,,
2023-01-18,38,Dental,,-3,90,6,0,11,54.0,4,,
2023-01-19,47,General Medicine,,12,71,5,0,16,38.0,5,,
2023-01-19,38,Dental,,12,71,5,0,12,47.0,4,,
2023-01-19,24,ENT,,12,71,5,0,7,38.0,3,,
2023-01-19,32,Orthopaedic,,12,71,5,0,10,24.0,3,,
2023-01-20,50,General Medicine,,-3,103,4,0,17,32.0,5,,
2023-01-20,41,Dental,,-3,103,4,0,14,50.0,4,,
2023-01-20,30,ENT,,-3,103,4,0,10,41.0,3,,
2023-01-20,36,Orthopaedic,,-3,103,4,0,13,30.0,3,,
2023-01-21,36,General Medicine,,5,103,4,0,11,36.0,5,,
2023-01-21,28,Dental,,5,103,4,0,8,36.0,4,,
2023-01-21,25,ENT,,5,103,4,0,9,28.0,3,,
2023-01-21,27,Orthopaedic,,5,103,4,0,9,25.0,3,,
2023-01-22,42,Orthopaedic,,1,77,5,0,15,27.0,3,,
2023-01-22,30,ENT,,1,77,5,0,9,42.0,3,,
2023-01-22,45,Dental,,1,77,5,0,14,30.0,4,,
2023-01-22,48,General Medicine,,1,77,5,0,14,45.0,5,,
2023-01-23,22,Orthopaedic,,9,131,6,0,7,48.0,3,,
2023-01-23,18,ENT,,9,131,6,0,6,22.0,3,,
2023-01-23,32,General Medicine,,9,131,6,0,12,18.0,5,,
2023-01-23,26,Dental,,9,131,6,0,9,32.0,4,,
2023-01-24,47,General Medicine,,8,112,3,0,15,26.0,5,,
2023-01-24,43,Dental,,8,112,3,0,14,47.0,4,,
2023-01-24,27,ENT,,8,112,3,0,8,43.0,3,,
2023-01-24,34,Orthopaedic,,8,112,3,0,11,27.0,3,,
2023-01-25,38,Orthopaedic,,9,98,3,0,13,34.0,3,,
2023-01-25,52,General Medicine,,9,98,3,0,18,38.0,5,,
2023-01-25,44,Dental,,9,98,3,0,15,52.0,4,,
2023-01-25,31,ENT,,9,98,3,0,10,44.0,3,,
2023-01-26,28,ENT,,7,126,2,0,8,31.0,3,,
2023-01-26,37,Orthopaedic,,7,126,2,0,12,28.0,3,,
2023-01-26,54,General Medicine,,7,126,2,0,19,37.0,5,,
2023-01-26,40,Dental,,7,126,2,0,12,54.0,4,,
2023-01-27,39,Orthopaedic,,2,75,5,0,14,40.0,3,,
2023-01-27,33,ENT,,2,75,5,0,11,39.0,3,,
2023-01-27,46,General Medicine,,2,75,5,0,14,33.0,5,,
2023-01-27,44,Dental,,2,75,5,0,15,46.0,4,,
2023-01-28,43,General Medicine,,6,134,3,0,15,44.0,5,,
2023-01-28,32,Dental,,6,134,3,0,9,43.0,4,,
2023-01-28,28,ENT,,6,134,3,0,10,32.0,3,,
2023-01-28,26,Orthopaedic,,6,134,3,0,8,28.0,3,,
2023-01-29,52,General Medicine,,1,79,1,0,16,26.0,5,,
2023-01-29,41,Dental,,1,79,1,0,12,52.0,4,,
2023-01-29,34,ENT,,1,79,1,0,11,41.0,3,,
2023-01-29,34,Orthopaedic,,1,79,1,0,10,34.0,3,,
2023-01-30,21,Orthopaedic,,14,133,1,0,7,34.0,3,,
2023-01-30,27,General Medicine,,14,133,1,0,8,21.0,5,,
2023-01-30,28,Dental,,14,133,1,0,10,27.0,4,,
2023-01-30,18,ENT,,14,133,1,0,6,28.0,3,,
2023-01-31,33,Orthopaedic,,1,139,6,0,9,18.0,3,,
2023-01-31,31,ENT,,1,139,6,0,9,33.0,3,,
2023-01-31,50,Dental,,1,139,6,0,18,31.0,4,,
2023-01-31,51,General Medicine,,1,139,6,0,16,50.0,5,,
2023-02-01,46,General Medicine,,7,71,6,0,14,51.0,5,,
2023-02-01,47,Dental,,7,71,6,0,17,46.0,4,,
2023-02-01,31,ENT,,7,71,6,0,10,47.0,3,,
2023-02-01,31,Orthopaedic,,7,71,6,0,9,31.0,3,,
2023-02-02,31,Orthopaedic,,14,84,1,0,9,31.0,3,,
2023-02-02,47,General Medicine,,14,84,1,0,15,31.0,5,,
2023-02-02,45,Dental,,14,84,1,0,16,47.0,4,,
2023-02-02,28,ENT,,14,84,1,0,9,45.0,3,,
2023-02-03,41,Dental,,-1,98,1,0,13,28.0,4,,
2023-02-03,33,ENT,,-1,98,1,0,11,41.0,3,,
2023-02-03,50,General Medicine,,-1,98,1,0,16,33.0,5,,
2023-02-03,38,Orthopaedic,,-1,98,1,0,13,50.0,3,,
2023-02-04,30,Orthopaedic,,3,107,4,0,10,38.0,3,,
2023-02-04,29,ENT,,3,107,4,0,11,30.0,3,,
2023-02-04,41,General Medicine,,3,107,4,0,13,29.0,5,,
2023-02-04,40,Dental,,3,107,4,0,14,41.0,4,,
2023-02-05,58,General Medicine,,-3,85,6,0,20,40.0,5,,
2023-02-05,50,Dental,,-3,85,6,0,18,58.0,4,,
2023-02-05,29,ENT,,-3,85,6,0,8,50.0,3,,
2023-02-05,40,Orthopaedic,,-3,85,6,0,13,29.0,3,,
2023-02-06,32,General Medicine,,4,82,4,0,11,40.0,5,,
2023-02-06,26,Dental,,4,82,4,0,8,32.0,4,,
2023-02-06,17,ENT,,4,82,4,0,5,26.0,3,,
2023-02-06,22,Orthopaedic,,4,82,4,0,7,17.0,3,,
2023-02-07,41,Orthopaedic,,2,128,5,0,14,22.0,3,,
2023-02-07,35,ENT,,2,128,5,0,12,41.0,3,,
2023-02-07,47,General Medicine,,2,128,5,0,13,35.0,5,,
2023-02-07,45,Dental,,2,128,5,0,15,47.0,4,,
2023-02-08,47,General Medicine,,1,140,6,0,14,45.0,5,,
2023-02-08,41,Dental,,1,140,6,0,12,47.0,4,,
2023-02-08,30,ENT,,1,140,6,0,9,41.0,3,,
2023-02-08,40,Orthopaedic,,1,140,6,0,14,30.0,3,,
2023-02-09,34,Orthopaedic,,10,78,3,0,11,40.0,3,,
2023-02-09,25,ENT,,10,78,3,0,7,34.0,3,,
2023-02-09,45,General Medicine,,10,78,3,0,14,25.0,5,,
2023-02-09,40,Dental,,10,78,3,0,13,45.0,4,,
2023-02-10,42,General Medicine,,9,65,2,0,13,40.0,5,,
2023-02-10,33,Dental,,9,65,2,0,9,42.0,4,,
2023-02-10,28,ENT,,9,65,2,0,9,33.0,3,,
2023-02-10,32,Orthopaedic,,9,65,2,0,11,28.0,3,,
2023-02-11,41,General Medicine,,9,65,3,0,15,32.0,5,,
2023-02-11,28,Dental,,9,65,3,0,8,41.0,4,,
2023-02-11,21,ENT,,9,65,3,0,6,28.0,3,,
2023-02-11,27,Orthopaedic,,9,65,3,0,9,21.0,3,,
2023-02-12,48,General Medicine,,6,80,8,0,16,27.0,5,,
2023-02-12,39,Dental,,6,80,8,0,12,48.0,4,,
2023-02-12,26,ENT,,6,80,8,0,7,39.0,3,,
2023-02-12,37,Orthopaedic,,6,80,8,0,13,26.0,3,,
2023-02-13,17,Orthopaedic,,8,75,6,0,5,37.0,3,,
2023-02-13,18,ENT,,8,75,6,0,7,17.0,3,,
2023-02-13,27,General Medicine,,8,75,6,0,9,18.0,5,,
2023-02-13,21,Dental,,8,75,6,0,6,27.0,4,,
2023-02-14,53,General Medicine,,4,124,7,0,18,21.0,5,,
2023-02-14,48,Dental,,4,124,7,0,17,53.0,4,,
2023-02-14,29,ENT,,4,124,7,0,9,48.0,3,,
2023-02-14,40,Orthopaedic,,4,124,7,0,14,29.0,3,,
2023-02-15,44,General Medicine,,8,133,7,0,14,40.0,5,,
2023-02-15,42,Dental,,8,133,7,0,14,44.0,4,,
2023-02-15,26,ENT,,8,133,7,0,8,42.0,3,,
2023-02-15,32,Orthopaedic,,8,133,7,0,10,26.0,3,,
2023-02-16,42,General Medicine,,4,67,7,0,12,32.0,5,,
2023-02-16,41,Dental,,4,67,7,0,14,42.0,4,,
2023-02-16,28,ENT,,4,67,7,0,9,41.0,3,,
2023-02-16,33,Orthopaedic,,4,67,7,0,11,28.0,3,,
2023-02-17,24,ENT,,10,130,5,0,7,33.0,3,,
2023-02-17,33,Orthopaedic,,10,130,5,0,11,24.0,3,,
2023-02-17,40,Dental,,10,130,5,0,14,33.0,4,,
2023-02-17,46,General Medicine,,10,130,5,0,16,40.0,5,,
2023-02-18,40,General Medicine,,9,74,1,0,15,46.0,5,,
2023-02-18,33,Dental,,9,74,1,0,12,40.0,4,,
2023-02-18,24,ENT,,9,74,1,0,9,33.0,3,,
2023-02-18,28,Orthopaedic,,9,74,1,0,10,24.0,3,,
2023-02-19,44,General Medicine,,-1,102,3,0,13,28.0,5,,
2023-02-19,45,Dental,,-1,102,3,0,16,44.0,4,,
2023-02-19,32,ENT,,-1,102,3,0,11,45.0,3,,
2023-02-19,36,Orthopaedic,,-1,102,3,0,12,32.0,3,,
2023-02-20,23,General Medicine,,5,140,6,0,7,36.0,5,,
2023-02-20,24,Dental,,5,140,6,0,8,23.0,4,,
2023-02-20,18,ENT,,5,140,6,0,6,24.0,3,,
2023-02-20,20,Orthopaedic,,5,140,6,0,7,18.0,3,,
2023-02-21,37,Orthopaedic,,2,106,1,0,13,20.0,3,,
2023-02-21,26,ENT,,2,106,1,0,8,37.0,3,,
2023-02-21,44,Dental,,2,106,1,0,16,26.0,4,,
2023-02-21,49,General Medicine,,2,106,1,0,17,44.0,5,,
2023-02-22,50,General Medicine,,4,92,2,0,16,49.0,5,,
2023-02-22,41,Dental,,4,92,2,0,13,50.0,4,,
2023-02-22,28,ENT,,4,92,2,0,8,41.0,3,,
2023-02-22,33,Orthopaedic,,4,92,2,0,10,28.0,3,,
2023-02-23,55,General Medicine,,8,137,0,0,20,33.0,5,,
2023-02-23,40,Dental,,8,137,0,0,13,55.0,4,,
2023-02-23,33,ENT,,8,137,0,0,12,40.0,3,,
2023-02-23,37,Orthopaedic,,8,137,0,0,13,33.0,3,,
2023-02-24,52,General Medicine,,6,117,4,0,19,37.0,5,,
2023-02-24,43,Dental,,6,117,4,0,15,52.0,4,,
2023-02-24,28,ENT,,6,117,4,0,9,43.0,3,,
2023-02-24,34,Orthopaedic,,6,117,4,0,11,28.0,3,,
2023-02-25,25,Orthopaedic,,5,67,3,0,8,34.0,3,,
2023-02-25,26,ENT,,5,67,3,0,9,25.0,3,,
2023-02-25,36,Dental,,5,67,3,0,13,26.0,4,,
2023-02-25,35,General Medicine,,5,67,3,0,11,36.0,5,,
2023-02-26,52,General Medicine,,3,122,3,0,16,35.0,5,,
2023-02-26,42,Dental,,3,122,3,0,12,52.0,4,,
2023-02-26,31,ENT,,3,122,3,0,9,42.0,3,,
2023-02-26,34,Orthopaedic,,3,122,3,0,10,31.0,3,,
2023-02-27,25,General Medicine,,5,98,0,0,7,34.0,5,,
2023-02-27,22,Dental,,5,98,0,0,7,25.0,4,,
2023-02-27,17,ENT,,5,98,0,0,6,22.0,3,,
2023-02-27,20,Orthopaedic,,5,98,0,0,7,17.0,3,,
2023-02-28,46,General Medicine,,11,125,2,0,14,20.0,5,,
2023-02-28,45,Dental,,11,125,2,0,16,46.0,4,,
2023-02-28,29,ENT,,11,125,2,0,9,45.0,3,,
2023-02-28,37,Orthopaedic,,11,125,2,0,13,29.0,3,,
2023-03-01,31,ENT,,7,112,3,0,10,37.0,3,,
2023-03-01,35,Orthopaedic,,7,112,3,0,11,31.0,3,,
2023-03-01,45,General Medicine,,7,112,3,0,13,35.0,5,,
2023-03-01,47,Dental,,7,112,3,0,17,45.0,4,,
2023-03-02,47,General Medicine,,5,64,4,0,15,47.0,5,,
2023-03-02,45,Dental,,5,64,4,0,16,47.0,4,,
2023-03-02,26,ENT,,5,64,4,0,8,45.0,3,,
2023-03-02,34,Orthopaedic,,5,64,4,0,11,26.0,3,,
2023-03-03,50,General Medicine,,13,62,5,0,18,34.0,5,,
2023-03-03,37,Dental,,13,62,5,0,12,50.0,4,,
2023-03-03,30,ENT,,13,62,5,0,11,37.0,3,,
2023-03-03,33,Orthopaedic,,13,62,5,0,11,30.0,3,,
2023-03-04,39,General Medicine,,9,68,6,0,13,33.0,5,,
2023-03-04,33,Dental,,9,68,6,0,11,39.0,4,,
2023-03-04,22,ENT,,9,68,6,0,7,33.0,3,,
2023-03-04,29,Orthopaedic,,9,68,6,0,10,22.0,3,,
2023-03-05,35,Orthopaedic,,3,97,7,0,11,29.0,3,,
2023-03-05,36,ENT,,3,97,7,0,13,35.0,3,,
2023-03-05,46,General Medicine,,3,97,7,0,13,36.0,5,,
2023-03-05,43,Dental,,3,97,7,0,14,46.0,4,,
2023-03-06,25,General Medicine,,11,111,3,0,7,43.0,5,,
2023-03-06,23,Dental,,11,111,3,0,7,25.0,4,,
2023-03-06,19,ENT,,11,111,3,0,7,23.0,3,,
2023-03-06,20,Orthopaedic,,11,111,3,0,6,19.0,3,,
2023-03-07,40,Orthopaedic,,0,118,2,0,14,20.0,3,,
2023-03-07,33,ENT,,0,118,2,0,11,40.0,3,,
2023-03-07,54,General Medicine,,0,118,2,0,18,33.0,5,,
2023-03-07,42,Dental,,0,118,2,0,13,54.0,4,,
2023-03-08,41,General Medicine,,14,132,7,0,12,42.0,5,,
2023-03-08,44,Dental,,14,132,7,0,16,41.0,4,,
2023-03-08,30,ENT,,14,132,7,0,10,44.0,3,,
2023-03-08,37,Orthopaedic,,14,132,7,0,13,30.0,3,,
2023-03-09,29,ENT,,22,74,1,0,10,37.0,3,,
2023-03-09,47,General Medicine,,22,74,1,0,16,29.0,5,,
2023-03-09,39,Dental,,22,74,1,0,13,47.0,4,,
2023-03-09,34,Orthopaedic,,22,74,1,0,12,39.0,3,,
2023-03-10,33,Orthopaedic,,0,101,6,0,11,34.0,3,,
2023-03-10,30,ENT,,0,101,6,0,10,33.0,3,,
2023-03-10,46,General Medicine,,0,101,6,0,15,30.0,5,,
2023-03-10,40,Dental,,0,101,6,0,13,46.0,4,,
2023-03-11,41,General Medicine,,6,123,4,0,15,40.0,5,,
2023-03-11,35,Dental,,6,123,4,0,12,41.0,4,,
2023-03-11,22,ENT,,6,123,4,0,7,35.0,3,,
2023-03-11,29,Orthopaedic,,6,123,4,0,10,22.0,3,,
2023-03-12,50,General Medicine,,11,98,7,0,18,29.0,5,,
2023-03-12,44,Dental,,11,98,7,0,16,50.0,4,,
2023-03-12,25,ENT,,11,98,7,0,7,44.0,3,,
2023-03-12,32,Orthopaedic,,11,98,7,0,10,25.0,3,,
2023-03-13,29,General Medicine,,8,138,3,0,10,32.0,5,,
2023-03-13,21,Dental,,8,138,3,0,6,29.0,4,,
2023-03-13,19,ENT,,8,138,3,0,7,21.0,3,,
2023-03-13,17,Orthopaedic,,8,138,3,0,5,19.0,3,,
2023-03-14,30,Orthopaedic,,8,129,3,0,9,17.0,3,,
2023-03-14,25,ENT,,8,129,3,0,7,30.0,3,,
2023-03-14,38,Dental,,8,129,3,0,12,25.0,4,,
2023-03-14,43,General Medicine,,8,129,3,0,13,38.0,5,,
2023-03-15,47,General Medicine,,6,69,7,0,17,43.0,5,,
2023-03-15,40,Dental,,6,69,7,0,14,47.0,4,,
2023-03-15,28,ENT,,6,69,7,0,10,40.0,3,,
2023-03-15,28,Orthopaedic,,6,69,7,0,8,28.0,3,,
2023-03-16,49,General Medicine,,15,136,3,0,18,28.0,5,,
2023-03-16,38,Dental,,15,136,3,0,12,49.0,4,,
2023-03-16,29,ENT,,15,136,3,0,10,38.0,3,,
2023-03-16,28,Orthopaedic,,15,136,3,0,8,29.0,3,,
2023-03-17,43,General Medicine,,5,78,6,0,15,28.0,5,,
2023-03-17,36,Dental,,5,78,6,0,12,43.0,4,,
2023-03-17,27,ENT,,5,78,6,0,9,36.0,3,,
2023-03-17,29,Orthopaedic,,5,78,6,0,9,27.0,3,,
2023-03-18,20,ENT,,5,73,6,0,6,29.0,3,,
2023-03-18,22,Orthopaedic,,5,73,6,0,6,20.0,3,,
2023-03-18,34,General Medicine,,5,73,6,0,11,22.0,5,,
2023-03-18,31,Dental,,5,73,6,0,11,34.0,4,,
2023-03-19,38,General Medicine,,9,99,5,0,11,31.0,5,,
2023-03-19,42,Dental,,9,99,5,0,15,38.0,4,,
2023-03-19,27,ENT,,9,99,5,0,9,42.0,3,,
2023-03-19,31,Orthopaedic,,9,99,5,0,10,27.0,3,,
2023-03-20,26,General Medicine,,16,83,4,0,9,31.0,5,,
2023-03-20,21,Dental,,16,83,4,0,7,26.0,4,,
2023-03-20,14,ENT,,16,83,4,0,4,21.0,3,,
2023-03-20,18,Orthopaedic,,16,83,4,0,6,14.0,3,,
2023-03-21,47,General Medicine,,6,110,4,0,17,18.0,5,,
2023-03-21,37,Dental,,6,110,4,0,13,47.0,4,,
2023-03-21,25,ENT,,6,110,4,0,8,37.0,3,,
2023-03-21,29,Orthopaedic,,6,110,4,0,9,25.0,3,,
2023-03-22,27,ENT,,10,74,2,0,8,29.0,3,,
2023-03-22,30,Orthopaedic,,10,74,2,0,9,27.0,3,,
2023-03-22,43,General Medicine,,10,74,2,0,13,30.0,5,,
2023-03-22,40,Dental,,10,74,2,0,13,43.0,4,,
2023-03-23,43,General Medicine,,14,140,5,0,13,40.0,5,,
2023-03-23,37,Dental,,14,140,5,0,11,43.0,4,,
2023-03-23,33,ENT,,14,140,5,0,12,37.0,3,,
2023-03-23,36,Orthopaedic,,14,140,5,0,12,33.0,3,,
2023-03-24,25,ENT,,14,74,6,0,7,36.0,3,,
2023-03-24,28,Orthopaedic,,14,74,6,0,8,25.0,3,,
2023-03-24,42,General Medicine,,14,74,6,0,13,28.0,5,,
2023-03-24,41,Dental,,14,74,6,0,15,42.0,4,,
2023-03-25,36,General Medicine,,9,132,2,0,11,41.0,5,,
2023-03-25,33,Dental,,9,132,2,0,11,36.0,4,,
2023-03-25,23,ENT,,9,132,2,0,7,33.0,3,,
2023-03-25,27,Orthopaedic,,9,132,2,0,9,23.0,3,,
2023-03-26,31,Orthopaedic,,10,109,8,0,9,27.0,3,,
2023-03-26,53,General Medicine,,10,109,8,0,19,31.0,5,,
2023-03-26,39,Dental,,10,109,8,0,12,53.0,4,,
2023-03-26,29,ENT,,10,109,8,0,9,39.0,3,,
2023-03-27,18,Orthopaedic,,10,78,4,0,6,29.0,3,,
2023-03-27,14,ENT,,10,78,4,0,4,18.0,3,,
2023-03-27,27,General Medicine,,10,78,4,0,9,14.0,5,,
2023-03-27,23,Dental,,10,78,4,0,8,27.0,4,,
2023-03-28,53,General Medicine,,2,63,7,0,19,23.0,5,,
2023-03-28,44,Dental,,2,63,7,0,15,53.0,4,,
2023-03-28,31,ENT,,2,63,7,0,10,44.0,3,,
2023-03-28,30,Orthopaedic,,2,63,7,0,9,31.0,3,,
2023-03-29,40,General Medicine,,5,66,1,0,11,30.0,5,,
2023-03-29,43,Dental,,5,66,1,0,15,40.0,4,,
2023-03-29,32,ENT,,5,66,1,0,12,43.0,3,,
2023-03-29,29,Orthopaedic,,5,66,1,0,8,32.0,3,,
2023-03-30,50,General Medicine,,8,134,5,0,17,29.0,5,,
2023-03-30,38,Dental,,8,134,5,0,12,50.0,4,,
2023-03-30,28,ENT,,8,134,5,0,9,38.0,3,,
2023-03-30,36,Orthopaedic,,8,134,5,0,13,28.0,3,,
2023-03-31,41,Dental,,-8,65,2,0,14,36.0,4,,
2023-03-31,34,Orthopaedic,,-8,65,2,0,11,41.0,3,,
2023-03-31,51,General Medicine,,-8,65,2,0,18,34.0,5,,
2023-03-31,26,ENT,,-8,65,2,0,7,51.0,3,,
2023-04-01,40,General Medicine,,18,88,4,0,13,26.0,5,,
2023-04-01,35,Dental,,18,88,4,0,12,40.0,4,,
2023-04-01,23,ENT,,18,88,4,0,7,35.0,3,,
2023-04-01,30,Orthopaedic,,18,88,4,0,11,23.0,3,,
2023-04-02,52,General Medicine,,20,128,4,0,17,30.0,5,,
2023-04-02,41,Dental,,20,128,4,0,12,52.0,4,,
2023-04-02,35,ENT,,20,128,4,0,12,41.0,3,,
2023-04-02,37,Orthopaedic,,20,128,4,0,12,35.0,3,,
2023-04-03,16,ENT,,20,104,1,0,5,37.0,3,,
2023-04-03,26,General Medicine,,20,104,1,0,8,16.0,5,,
2023-04-03,23,Dental,,20,104,1,0,7,26.0,4,,
2023-04-03,20,Orthopaedic,,20,104,1,0,7,23.0,3,,
2023-04-04,37,Orthopaedic,,24,116,5,0,12,20.0,3,,
2023-04-04,30,ENT,,24,116,5,0,10,37.0,3,,
2023-04-04,39,Dental,,24,116,5,0,12,30.0,4,,
2023-04-04,51,General Medicine,,24,116,5,0,17,39.0,5,,
2023-04-05,51,General Medicine,,18,132,1,0,16,51.0,5,,
2023-04-05,44,Dental,,18,132,1,0,14,51.0,4,,
2023-04-05,29,ENT,,18,132,1,0,9,44.0,3,,
2023-04-05,32,Orthopaedic,,18,132,1,0,9,29.0,3,,
2023-04-06,56,General Medicine,,18,118,1,0,20,32.0,5,,
2023-04-06,38,Dental,,18,118,1,0,11,56.0,4,,
2023-04-06,32,ENT,,18,118,1,0,11,38.0,3,,
2023-04-06,34,Orthopaedic,,18,118,1,0,10,32.0,3,,
2023-04-07,52,General Medicine,,5,80,4,0,19,34.0,5,,
2023-04-07,42,Dental,,5,80,4,0,14,52.0,4,,
2023-04-07,27,ENT,,5,80,4,0,8,42.0,3,,
2023-04-07,31,Orthopaedic,,5,80,4,0,9,27.0,3,,
2023-04-08,24,Orthopaedic,,18,87,1,0,7,31.0,3,,
2023-04-08,22,ENT,,18,87,1,0,7,24.0,3,,
2023-04-08,33,Dental,,18,87,1,0,11,22.0,4,,
2023-04-08,34,General Medicine,,18,87,1,0,10,33.0,5,,
2023-04-09,45,General Medicine,,24,101,6,0,14,34.0,5,,
2023-04-09,42,Dental,,24,101,6,0,14,45.0,4,,
2023-04-09,28,ENT,,24,101,6,0,9,42.0,3,,
2023-04-09,37,Orthopaedic,,24,101,6,0,13,28.0,3,,
2023-04-10,30,General Medicine,,23,134,5,0,10,37.0,5,,
2023-04-10,22,Dental,,23,134,5,0,6,30.0,4,,
2023-04-10,16,ENT,,23,134,5,0,5,22.0,3,,
2023-04-10,21,Orthopaedic,,23,134,5,0,7,16.0,3,,
2023-04-11,53,General Medicine,,16,115,3,0,19,21.0,5,,
2023-04-11,42,Dental,,16,115,3,0,14,53.0,4,,
2023-04-11,32,ENT,,16,115,3,0,11,42.0,3,,
2023-04-11,30,Orthopaedic,,16,115,3,0,9,32.0,3,,
2023-04-12,26,ENT,,17,93,7,0,8,30.0,3,,
2023-04-12,31,Orthopaedic,,17,93,7,0,9,26.0,3,,
2023-04-12,47,General Medicine,,17,93,7,0,15,31.0,5,,
2023-04-12,36,Dental,,17,93,7,0,10,47.0,4,,
2023-04-13,31,Orthopaedic,,21,88,6,0,9,36.0,3,,
2023-04-13,31,ENT,,21,88,6,0,11,31.0,3,,
2023-04-13,38,Dental,,21,88,6,0,12,31.0,4,,
2023-04-13,51,General Medicine,,21,88,6,0,18,38.0,5,,
2023-04-14,41,General Medicine,,13,107,5,0,12,51.0,5,,
